date,epid_year,epid_week,epid_week_label,state,daily_cases,cumulative_cases,cumulative_start_date,cumulative_end_date,scraped_at
2026-09-05,2026,35,ME 35/2026 (30/08 - 05/09),SELANGOR,132,27979,2026-01-04,2026-09-05,2026-09-06T12:38:23.735546+08:00
2026-09-05,2026,35,ME 35/2026 (30/08 - 05/09),WILAYAH PERSEKUTUAN,42,11370,2026-01-04,2026-09-05,2026-09-06T12:38:23.735546+08:00
2026-09-05,2026,35,ME 35/2026 (30/08 - 05/09),JOHOR,87,10404,2026-01-04,2026-09-05,2026-09-06T12:38:23.735546+08:00
2026-09-05,2026,35,ME 35/2026 (30/08 - 05/09),NEGERI SEMBILAN,28,4159,2026-01-04,2026-09-05,2026-09-06T12:38:23.735546+08:00
2026-09-05,2026,35,ME 35/2026 (30/08 - 05/09),SABAH,11,4034,2026-01-04,2026-09-05,2026-09-06T12:38:23.735546+08:00
2026-09-05,2026,35,ME 35/2026 (30/08 - 05/09),PERAK,14,2007,2026-01-04,2026-09-05,2026-09-06T12:38:23.735546+08:00
2026-09-05,2026,35,ME 35/2026 (30/08 - 05/09),KELANTAN,1,1449,2026-01-04,2026-09-05,2026-09-06T12:38:23.735546+08:00
2026-09-05,2026,35,ME 35/2026 (30/08 - 05/09),PULAU PINANG,7,1028,2026-01-04,2026-09-05,2026-09-06T12:38:23.735546+08:00
2026-09-05,2026,35,ME 35/2026 (30/08 - 05/09),PAHANG,5,757,2026-01-04,2026-09-05,2026-09-06T12:38:23.735546+08:00
2026-09-05,2026,35,ME 35/2026 (30/08 - 05/09),SARAWAK,6,719,2026-01-04,2026-09-05,2026-09-06T12:38:23.735546+08:00
2026-09-05,2026,35,ME 35/2026 (30/08 - 05/09),KEDAH,2,662,2026-01-04,2026-09-05,2026-09-06T12:38:23.735546+08:00
2026-09-05,2026,35,ME 35/2026 (30/08 - 05/09),MELAKA,4,546,2026-01-04,2026-09-05,2026-09-06T12:38:23.735546+08:00
2026-09-05,2026,35,ME 35/2026 (30/08 - 05/09),TERENGGANU,3,285,2026-01-04,2026-09-05,2026-09-06T12:38:23.735546+08:00
2026-09-05,2026,35,ME 35/2026 (30/08 - 05/09),PERLIS,0,174,2026-01-04,2026-09-05,2026-09-06T12:38:23.735546+08:00
2026-09-05,2026,35,ME 35/2026 (30/08 - 05/09),WILAYAH PERSEKUTUAN LABUAN,0,15,2026-01-04,2026-09-05,2026-09-06T12:38:23.735546+08:00
2026-09-05,2026,35,ME 35/2026 (30/08 - 05/09),MALAYSIA,342,65588,2026-01-04,2026-09-05,2026-09-06T12:38:23.735546+08:00
